"row"	"Species"	"genus"	"family"	"order"	"group"	"Growth.form"	"P50"	"HSM"	"MinWP_md"	"MinWP_pd"	"PItlp"	"Ks"	"Kl"	"Hv"	"WUE"	"SLA"	"Aarea"	"Amass"	"LL"	"pLL"	"WD"	"N"	"Narea"	"Hmax"	"Rd"	"lat_mean"	"long_mean"	"MAT_mean"	"MAP_mean"	"biome"
"1568"	"Trichilia elegans"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	-3.5	0.9	-2.6	NA	NA	1.292	0.000243	0.166	NA	18.2	NA	NA	NA	NA	NA	27.25	0.149725274725275	12	NA	-18.5561089496742	-56.529438005112	21.6475555555556	1552.25666666667	"Tropical forest savanna"
"1569"	"Trichilia micropetala"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.20274680764716	-31.65	9.47736020134228	NA	NA	NA	NA	0.775700934789719	22.491135	0.237314341991714	15.03371802	NA	-3.02083036167986	-54.1874934385287	26.1026041666667	2361.6875	"Tropical forest savanna"
"1570"	"Trichilia pallida"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.245545151715585	-32.4801308133333	17.7536057117396	NA	NA	NA	NA	0.565237951461109	28.2893486980769	0.159344243402739	26.38	NA	-4.01125380043052	-68.2572186346695	23.7775589225589	2081.71111111111	"Tropical forest savanna"
"1571"	"Trichilia pleeana"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.493536063418484	-32.4754851	9.75910221875	NA	NA	NA	NA	0.63819653481265	25.20307	0.25825193173587	30	NA	-2.95743107779784	-69.634286810069	24.6179556354916	2157.5	"Tropical forest savanna"
"1572"	"Trichilia septentrionalis"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.900589215086976	-30.89612915	17.236897852459	NA	NA	NA	NA	0.432003955087343	38.72537	0.224665542091586	25	NA	-1.63908355177612	-71.1058662069897	24.6209371293001	2657.32384341637	"Tropical rain forest"
"1573"	"Trichospermum pleiostigma"	"Trichospermum"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	7.66942	0.000297	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	-7.14784670594977	146.04571592892	24.2305555555556	2549.7	"Tropical rain forest"
"1574"	"Trichostigma octandrum"	"Trichostigma"	"Phytolaccaceae"	"Caryophyllales"	"Angiosperms"	"W"	-2.9	1.45	-1.45	-0.48	-1.49	1.58	0.0031	NA	NA	22.908115	NA	NA	NA	NA	0.49	NA	NA	NA	NA	4.97118133332565	-75.8853329159959	24.0883458646617	2027.74060150376	"Tropical forest savanna"
"1575"	"Trichotosia velutina"	"Trichotosia"	"Orchidaceae"	"Asparagales"	"Angiosperms"	"nW"	NA	NA	NA	NA	-0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.80555919614796	105.263903766193	24.14375	2083.83333333333	"Tropical forest savanna"
"1576"	"Trifolium subterraneum"	"Trifolium"	"Fabaceae"	"Fabales"	"Angiosperms"	"nW"	NA	NA	-3.47552	-1.73776	NA	NA	NA	NA	NA	26.775	NA	NA	NA	1	NA	29.78	0.111223155929038	0.3	0.254	8.48726338804607	55.4262862965134	13.8582007258515	738.128978224456	"Mediterranean"
"1577"	"Triplaris poeppigiana"	"Triplaris"	"Polygonaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.03421898106957	-32.64723695	21.0041568018868	NA	NA	NA	NA	0.424922685181306	32.79032	0.156113479390206	20	NA	-13.4078923069085	-69.2456082589388	23.4140350877193	2220.65789473684	"Tropical forest savanna"
"1578"	"Trochodendron aralioides"	"Trochodendron"	"Trochodendraceae"	"Trochodendrales"	"Angiosperms"	"W"	-2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	29.6769277538735	110.725656187791	14.0771505376344	2103.54838709677	"Temperate forest"
"1579"	"Trymatococcus amazonicus"	"Trymatococcus"	"Moraceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.25049261280743	-32.88	12.1848806579405	NA	NA	NA	NA	0.669018981205166	19.46755	0.159768081005484	39.54086337	NA	-1.20860259832084	-67.8850704056186	26.0468954248366	2691.53594771242	"Tropical rain forest"
"1580"	"Tsuga canadensis"	"Tsuga"	"Pinaceae"	"Pinales"	"Gymnosperms"	"W"	-3.07	NA	NA	NA	NA	0.3289868105	0.0001085	3.405	NA	9.96000000000002	5.5	0.0439	60	844.941176470588	0.43	12.879684915	0.129314105572289	53.3	0.7112	43.3338122073843	-63.605107566047	7.83655303030303	1079.546875	"Temperate forest"
"1581"	"Tsuga heterophylla"	"Tsuga"	"Pinaceae"	"Pinales"	"Gymnosperms"	"W"	NA	NA	NA	NA	NA	NA	1.26e-05	NA	NA	NA	NA	NA	NA	551.428571428571	0.44	11.6590909090909	NA	79	0.9144	50.4580944756956	-57.9280758253912	7.92054794520548	1316.9530332681	"Temperate forest"
"1582"	"Turpinia occidentalis"	"Turpinia"	"Staphyleaceae"	"Crossosomatales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.04606956967789	-30.4897406466667	19.5873202289503	NA	NA	NA	NA	0.373505557633915	22.33845095	0.114045467623404	28.76	NA	3.88794371137284	-77.0518916499407	21.1972267536705	2081.42903752039	"Tropical forest savanna"
"1583"	"Turpinia pomifera"	"Turpinia"	"Staphyleaceae"	"Crossosomatales"	"Angiosperms"	"W"	-2.05	0.86	-1.19	NA	NA	2.65	0.00050133	1.975	NA	NA	NA	NA	NA	NA	0.49386	NA	NA	NA	NA	19.0092633798555	105.871708030696	21.0563492063492	1594.93650793651	"Tropical forest savanna"
"1584"	"Ulex europaeus"	"Ulex"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-6.581333333	NA	NA	NA	NA	NA	NA	NA	NA	9.31107775092995	NA	NA	NA	8	0.6671082	31.09375	0.333943618899482	4	NA	34.3003696767764	21.4361777332895	10.604736768018	1003.41216216216	"Temperate forest"
"1585"	"Ulmus pumila"	"Ulmus"	"Ulmaceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	-2.57256	-2.54881	NA	NA	NA	NA	NA	14.8138129673233	NA	NA	6	NA	0.5435895	25.9166553074246	0.174949254216941	25	0.6096	39.3783428228771	-70.7263078238989	11.4281869078381	663.764857881137	"Mediterranean"
"1586"	"Unonopsis floribunda"	"Unonopsis"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.77369624257347	-31.6890246733333	8.80793957731209	NA	NA	NA	NA	0.436455492240415	22.8780766666667	0.259743796671779	45	NA	-6.61144299874147	-71.9728859323513	25.1131526104418	2570.93373493976	"Tropical rain forest"
"1587"	"Unonopsis glaucopetala"	"Unonopsis"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.550670389353421	-34.29690128	13.059148	NA	NA	NA	NA	0.4711368315	17.26536	0.13220893124115	5.254645553	NA	5.65000342386633	-59.1261841722856	25.9419047619048	2184.34285714286	"Tropical forest savanna"
"1588"	"Unonopsis rufescens"	"Unonopsis"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.82330222233333	NA	NA	1.81643010912878	-33.4104246090909	15.2593516642599	NA	NA	NA	NA	0.588588688282028	21.828149	0.143047683022637	20.52362502	NA	2.55416992907497	-57.0916602566557	25.6639583333333	2649.9	"Tropical rain forest"
"1589"	"Unonopsis spectabilis"	"Unonopsis"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.04924819270603	-32.2462938133333	7.71014995212222	NA	NA	NA	NA	0.478489548373774	18.6581333333333	0.24199442876202	25	NA	-3.92447624214134	-72.0859318719819	24.926953125	2586.625	"Tropical rain forest"
"1590"	"Vantanea guianensis"	"Vantanea"	"Humiriaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.27557696686895	-32.13	13.664305	NA	NA	NA	NA	0.694025388169311	21.13	0.15463647803529	32.5	NA	-2.06249697836625	-60.8472160080739	26.2902777777778	2515.66666666667	"Tropical forest savanna"
"1591"	"Vantanea parviflora"	"Vantanea"	"Humiriaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.16805452043051	-31.0820954288889	7.66595443901079	NA	NA	NA	NA	0.785418974165641	13.5669808	0.176977060168266	42	NA	-3.93999707628414	-61.9366605093359	25.7645	2358.24	"Tropical forest savanna"
"1592"	"Vataireopsis surinamensis"	"Vataireopsis"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.761826667	NA	NA	NA	-31.90264054	18.9325847324624	NA	NA	NA	NA	0.6618	25.25643	0.133401911872575	18	NA	2.21666991147322	-58.7166603414039	25.8433333333333	2315.2	"Tropical forest savanna"
"1593"	"Vatica bella"	"Vatica"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1594"	"Vatica guangxiensis"	"Vatica"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	6.4	0.00056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.250004341765	105.750014902656	18.5	1457	"Temperate forest"
"1595"	"Vatica mangachapoi"	"Vatica"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	3.5	0.00031	NA	NA	NA	NA	NA	NA	NA	0.75	17.3325	NA	NA	NA	12.6388926772491	112.472237475461	24.9048611111111	2346.91666666667	"Tropical forest savanna"
"1596"	"Vatica odorata"	"Vatica"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.766666666666667	NA	NA	NA	NA	7.89286068369595	109.281761118593	25.4357142857143	2473.04761904762	"Tropical forest savanna"
"1597"	"Ventilago viminalis"	"Ventilago"	"Rhamnaceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	-1.798	-0.747	NA	3.73	0.005189683	1.918236351	NA	4.7884192775	NA	NA	NA	NA	0.7775	15.01	0.313464613897316	12	NA	-22.4194752744518	138.636188624507	23.193071950534	530.704890387858	"Desert"
"1598"	"Vernicia fordii"	"Vernicia"	"Euphorbiaceae"	"Malpighiales"	"Angiosperms"	"W"	-0.98	NA	NA	NA	NA	4.06	0.0004735	NA	NA	15.5125827274087	NA	NA	NA	NA	NA	17.0081688436205	0.109641116134513	10	NA	19.3212459669325	70.0983790563964	17.7268954248366	1463.20392156863	"Temperate forest"
"1599"	"Viburnum acerifolium"	"Viburnum"	"Adoxaceae"	"Dipsacales"	"Angiosperms"	"W"	-5.28	NA	NA	NA	NA	NA	NA	NA	NA	42.3318628140717	NA	NA	NA	NA	NA	11	0.0259851546063866	1.8288	0.3556	41.063338604123	-78.7242804324759	9.48342857142857	1084.88	"Temperate forest"
"1600"	"Viburnum edule"	"Viburnum"	"Adoxaceae"	"Dipsacales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.1806725	5.23e-05	3.35329	NA	31.3483870197775	NA	NA	NA	NA	NA	NA	NA	3.6576	0.3048	54.1113893935548	-111.266608615799	0.253491543917076	822.350245499182	"Boreal forest"
"1601"	"Viburnum lantana"	"Viburnum"	"Adoxaceae"	"Dipsacales"	"Angiosperms"	"W"	-4.19375	NA	NA	NA	-3.09	1.45	NA	NA	NA	17.825	NA	NA	NA	NA	0.72409564	NA	NA	6	0.3556	49.2965090725589	5.28515343310297	9.17134362797302	750.06922257721	"Mediterranean"
"1602"	"Viburnum nudum"	"Viburnum"	"Adoxaceae"	"Dipsacales"	"Angiosperms"	"W"	-5.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.7	NA	6.096	0.3556	41.7939121189274	-75.4050124662281	8.58522012578616	1169.97035040431	"Temperate forest"
"1603"	"Viburnum rafinesquianum"	"Viburnum"	"Adoxaceae"	"Dipsacales"	"Angiosperms"	"W"	-4.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1	NA	1.8288	0.3556	43.9465866177419	-87.2222173836034	6.91404914529915	842.288461538462	"Temperate forest"
"1604"	"Viburnum tinus"	"Viburnum"	"Adoxaceae"	"Dipsacales"	"Angiosperms"	"W"	-1.3	NA	NA	NA	-2.415	NA	NA	NA	NA	8.47444782404279	4.6689154439406	0.0761033217362317	12.1315068493151	NA	NA	13.1656703703704	0.15535726508361	7	NA	37.0092439909322	3.76903629463966	13.9766906873614	705.341463414634	"Mediterranean"
"1605"	"Vicia faba"	"Vicia"	"Fabaceae"	"Fabales"	"Angiosperms"	"nW"	NA	NA	-1.69369	-0.925709	NA	NA	NA	NA	NA	27.922	NA	NA	NA	1	NA	NA	NA	1.2	NA	35.8431949626995	21.8035748416216	13.5797683243459	747.067705212702	"Mediterranean"
"1606"	"Virola calophylla"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.6033934296293	-31.26377682875	8.76406647216405	NA	NA	NA	NA	0.468602632967751	20.4701129411765	0.233568663658503	45.2351489	NA	-4.19619450064892	-68.7127773675836	25.5360436893204	2578.20388349515	"Tropical rain forest"
"1607"	"Virola duckei"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.36495238876893	-31.09575356	6.12180158319378	NA	NA	NA	NA	0.51010333885948	16.7439075	0.273512744123677	40	NA	-3.62233748524905	-73.1046043541865	24.7211879432624	2822.48936170213	"Tropical rain forest"
"1608"	"Virola elongata"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.856389223126422	-34.5136038444444	14.3373952721595	NA	NA	NA	NA	0.554446670689589	25.8996276923077	0.180643884057517	25.8	NA	-2.09257186839875	-69.1492931353354	25.7761472275335	2718.46653919694	"Tropical rain forest"
"1609"	"Virola michelii"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.741373333	NA	NA	1.67130984099294	-32.8137851050526	11.2524060912204	NA	NA	NA	NA	0.48394823528911	23.76241902	0.211176337108385	44.57834994	NA	-1.3825727004817	-54.6780237671415	26.3023674242424	2272.40909090909	"Tropical forest savanna"
"1610"	"Virola pavonis"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.93881108343071	-32.2188129257143	9.40204404292693	NA	NA	NA	NA	0.538032509696031	17.8556878125	0.189912828859089	29.338037	NA	-3.08815130183	-70.2740989606854	25.2747233748271	2752.94190871369	"Tropical rain forest"
"1611"	"Virola sebifera"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	0.0010942	0.754903327625954	-32.3362597766667	13.5434869671289	NA	NA	24	NA	0.464779992055229	22.1791813121667	0.163762710194186	31.75871434	NA	-3.98030363639945	-65.5064938348219	24.5181138306138	2344.2365967366	"Tropical forest savanna"
"1612"	"Virola surinamensis"	"Virola"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.23352476176945	-32.23846728	14.6985294209645	NA	NA	NA	NA	0.425020838879663	20.650936140606	0.140496613975216	39.3	NA	0.0411215523970901	-64.679818547136	25.6834429824561	2518.99342105263	"Tropical forest savanna"
"1613"	"Vitex duckei"	"Vitex"	"Lamiaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.88396963004031	-31.14	8.95674721794872	NA	NA	NA	NA	0.663265306061225	13.16217	0.146952567485927	21.41023062	NA	-7.30555280736463	-55.8981416758919	25.3143518518519	2085	"Tropical forest savanna"
"1614"	"Vitex peduncularis"	"Vitex"	"Lamiaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	1.9	2.1e-05	NA	NA	NA	NA	NA	NA	NA	0.82656	NA	NA	NA	NA	16.4166706520506	97.3928716096652	25.825	1266.71428571429	"Tropical forest savanna"
"1615"	"Vitex sprucei"	"Vitex"	"Lamiaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.73423299398423	-32.51	8.662275	NA	NA	NA	NA	0.636363636	10.33	0.11925273672332	27.28936115	NA	-1.76190172459397	-63.4523748740989	26.5845238095238	2594.57142857143	"Tropical forest savanna"
"1616"	"Vitex triflora"	"Vitex"	"Lamiaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.687093407340549	-30.46	21.1063595156418	NA	NA	NA	NA	0.608024028510211	26.6061113666667	0.126057321002938	21.56582121	NA	-4.36287187787991	-61.4316516646561	25.6039682539683	2277.63492063492	"Tropical forest savanna"
"1617"	"Vitis vinifera"	"Vitis"	"Vitaceae"	"Vitales"	"Angiosperms"	"W"	-0.75	-0.9603	-1.7103	-1.40153	-1.27	NA	NA	NA	NA	24.8579873217116	NA	NA	NA	3	NA	24.3	0.0977552996769605	35	NA	40.7060850373515	8.6968836423703	11.6882040895062	715.587962962963	"Mediterranean"
"1618"	"Vitis vulpina"	"Vitis"	"Vitaceae"	"Vitales"	"Angiosperms"	"W"	-0.153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	25.2984	0.4064	39.4465404313906	-62.2087752188679	13.002449223417	989.093189964158	"Mediterranean"
"1619"	"Vochysia ferruginea"	"Vochysia"	"Vochysiaceae"	"Myrtales"	"Angiosperms"	"W"	-1.515	0.815	-0.7	NA	-2.25	NA	0.0016508	NA	NA	12.4059137564069	15.8514285714286	0.1387	10.49019608	NA	0.403316924009217	18.583199656	0.149793074664919	34	NA	3.35553740973639	-72.764794922187	25.1231841763943	2742.25680933852	"Tropical rain forest"
"1620"	"Vochysia guianensis"	"Vochysia"	"Vochysiaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.2791933283048	-31.5441828155555	12.5823754071919	NA	NA	NA	NA	0.529557917288013	22.7465095555556	0.180780725573917	36	NA	-0.823330247072915	-56.216660211022	25.9796666666667	2334.88	"Tropical forest savanna"
"1621"	"Vochysia leguiana"	"Vochysia"	"Vochysiaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.31958132850927	-30.40127227	7.68301135828088	NA	NA	NA	NA	0.443420022464191	16.7782225	0.218380810825122	25.9	NA	-5.19871509064842	-73.8269175397022	23.0384615384615	2611.46153846154	"Tropical rain forest"
"1622"	"Vochysia mapirensis"	"Vochysia"	"Vochysiaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	3.00065002481358	-30.03073682	11.8165968870968	NA	NA	NA	NA	0.405521383056974	24.020045	0.203273795573317	21	NA	-14.0079341092971	-68.3333275096065	22.7168650793651	1737.61904761905	"Tropical forest savanna"
"1623"	"Vochysia thyrsoidea"	"Vochysia"	"Vochysiaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	-1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	10.28	NA	NA	NA	-15.2823359762826	-44.4552168115604	21.2685945273632	1230.08208955224	"Tropical forest savanna"
"1624"	"Vouacapoua americana"	"Vouacapoua"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.14674222233333	NA	NA	0.743747625617225	-31.9780280749254	14.7262516753921	NA	NA	NA	NA	0.731475462244209	26.2670546829268	0.178368910581772	42	NA	-0.569044519525353	-51.9452314168266	26.3838235294118	2491.76470588235	"Tropical forest savanna"
"1625"	"Weinmannia lechleriana"	"Weinmannia"	"Cunoniaceae"	"Oxalidales"	"Angiosperms"	"W"	-1.27	NA	NA	NA	-1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3467717082738	-69.981177057912	18.1072580645161	1251.1935483871	"Mediterranean"
"1626"	"Weinmannia microphylla"	"Weinmannia"	"Cunoniaceae"	"Oxalidales"	"Angiosperms"	"W"	-1.03	NA	NA	NA	-1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.17676492186004	-71.843428702769	14.9440656565657	1238.57575757576	"Temperate forest"
"1627"	"Widdringtonia wallichii"	"Widdringtonia"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-10.09	NA	NA	NA	NA	0.59	0.000205938	NA	NA	NA	NA	NA	NA	NA	0.522	NA	NA	20	NA	37.78	-122.43	14.03	567	"Mediterranean"
"1628"	"Woodfordia fruticosa"	"Woodfordia"	"Lythraceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.17	NA	NA	NA	NA	12.5726647250667	NA	NA	NA	NA	0.743904	11.2666666666667	0.0896124004977545	NA	NA	11.6230196083949	70.3240871291699	21.3473544973545	1261.06349206349	"Tropical forest savanna"
"1629"	"Xanthophyllum flavescens"	"Xanthophyllum"	"Polygalaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.600637333333333	NA	NA	NA	NA	3.31011259145072	109.88662714025	24.7429166666667	2751.5	"Tropical rain forest"
"1630"	"Xanthophyllum hainanense"	"Xanthophyllum"	"Polygalaceae"	"Fabales"	"Angiosperms"	"W"	-1.5	NA	NA	NA	-1.7406	0.161553334	1.13e-05	0.713604522	NA	16.23764556	NA	NA	NA	NA	0.70661777875	12.24	0.0753803866131439	20	NA	22.8480435364877	109.093152331912	21.1426470588235	1580.05882352941	"Tropical forest savanna"
"1631"	"Xantolis parvifolia"	"Xantolis"	"Sapotaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.478912425757088	-31.8733333333333	17.058166	NA	NA	NA	NA	0.742170371	28.8933333333333	0.169381241414425	15.82613887	NA	12.0277815342665	122.527793555442	27.5444444444444	2338.33333333333	"Tropical forest savanna"
"1632"	"Xylia xylocarpa"	"Xylia"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	7.7	2.8e-05	NA	NA	NA	NA	NA	NA	NA	0.756666666666667	NA	NA	NA	NA	15.3676509894975	98.9853086675051	25.5274509803922	1469.05882352941	"Tropical forest savanna"
"1633"	"Xylomelum scottianum"	"Xylomelum"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.07	-0.33	NA	1.23	0.000306041	1.618265333	NA	7.371614567	NA	NA	NA	NA	0.62383096	NA	NA	7	NA	-15.3459572671025	144.005067402814	24.8380050505051	1447.19696969697	"Tropical forest savanna"
"1634"	"Xylopia ligustrifolia"	"Xylopia"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.02320279985524	-31.3488945366667	12.1060042993265	NA	NA	NA	NA	0.528140286076337	25.928495	0.214178802178704	20.3	NA	-3.62804584050265	-71.4898317392676	25.5806910569106	2434.80487804878	"Tropical forest savanna"
"1635"	"Xylopia sericea"	"Xylopia"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.48883155083484	-29.525560042	15.422077047619	NA	NA	NA	NA	0.419040744177648	27.13595	0.175955222608549	27.5	NA	-9.99166405856539	-54.9060540820642	23.9527397260274	1900.00913242009	"Tropical forest savanna"
"1636"	"Zanthoxylum acuminatum"	"Zanthoxylum"	"Rutaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.441517960382174	-32.791508905	11.2700474575051	NA	NA	NA	NA	0.496834153133489	19.619957794	0.174089398185582	23.22318516	NA	4.83333671460777	-77.464641117143	23.0296531302876	2103.10152284264	"Tropical forest savanna"
"1637"	"Zanthoxylum juniperinum"	"Zanthoxylum"	"Rutaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.881518398308818	-30.4238108966667	8.512996	NA	NA	NA	NA	0.478419874666667	22.9703066666667	0.269826353338668	37.5	NA	-0.816663580058561	-72.1742368008297	23.3198484848485	2207.92727272727	"Tropical forest savanna"
"1638"	"Zanthoxylum monogynum"	"Zanthoxylum"	"Rutaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	-2.7	NA	NA	3.6	0.000594	0.167	NA	16.7	NA	NA	NA	NA	0.9	NA	NA	NA	NA	-17.2449472651311	-48.79797295543	22.7522727272727	1393.16666666667	"Tropical forest savanna"
"1639"	"Zanthoxylum rhoifolium"	"Zanthoxylum"	"Rutaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.03352414074416	-31.02	13.2606740156606	NA	NA	NA	NA	0.521415989295396	22.9799303766667	0.173293833703535	0.55	NA	-14.6667655579566	-54.0164980873669	21.7226829268293	1513.24634146341	"Tropical forest savanna"
"1640"	"Zea mays"	"Zea"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	-1.67	NA	NA	NA	-1.13	0.375	NA	NA	NA	24.3366666666667	NA	NA	3.24	NA	NA	21.115	0.0867620873852896	4	0.2032	32.471925112574	-11.4658297197921	12.8242477760335	927.500784929356	"Mediterranean"
"1641"	"Zygia racemosa"	"Zygia"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.28558479922579	-30.89498902	9.98311580613037	NA	NA	NA	NA	0.7278933514	31.2273447142857	0.312801587407308	26	NA	-1.92697291631541	-59.0145985012721	26.2846354166667	2410.89583333333	"Tropical forest savanna"
"1642"	"Zygogynum baillonii"	"Zygogynum"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-3	NA	NA	NA	NA	0.54	0.00018	3.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	-21.9833313506374	166.383351398186	21.04	1762.6	"Tropical forest savanna"
"1643"	"Zygogynum bicolor"	"Zygogynum"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-21.805553563588	166.305573616352	21.2611111111111	1813.33333333333	"Tropical forest savanna"
"1644"	"Zygogynum crassifolium"	"Zygogynum"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-4.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.658949	NA	NA	NA	NA	-14.5999976322387	149.566683854484	20.775	1604.3	"Tropical forest savanna"
"1645"	"Zygogynum pancheri"	"Zygogynum"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.627626	NA	NA	NA	NA	-21.6333313323838	165.958351376021	21.4541666666667	1725.8	"Tropical forest savanna"
