"row"	"Species"	"genus"	"family"	"order"	"group"	"Growth.form"	"P50"	"HSM"	"MinWP_md"	"MinWP_pd"	"PItlp"	"Ks"	"Kl"	"Hv"	"WUE"	"SLA"	"Aarea"	"Amass"	"LL"	"pLL"	"WD"	"N"	"Narea"	"Hmax"	"Rd"	"lat_mean"	"long_mean"	"MAT_mean"	"MAP_mean"	"biome"
"1490"	"Symphonia globulifera"	"Symphonia"	"Clusiaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.23522490654353	-30.9556344157143	13.3705266870504	NA	NA	NA	NA	0.590700944071307	17.7823042602143	0.132996288601232	35	NA	-3.26244914822745	-33.6350498379261	24.6365794573643	2113.46511627907	"Tropical forest savanna"
"1491"	"Symplocos lanceolata"	"Symplocos"	"Symplocaceae"	"Ericales"	"Angiosperms"	"W"	-1.43333333333333	0.25333333333333	-1.18	-0.25	-1.61666666666667	1.62	0.000417	2.78	NA	6.8870523417989	NA	NA	NA	NA	0.38	14.3666666666667	0.208603999993909	NA	NA	-19.4839722459286	-47.5801212990641	20.2389423076923	1421.44230769231	"Tropical forest savanna"
"1492"	"Symplocos mosenii"	"Symplocos"	"Symplocaceae"	"Ericales"	"Angiosperms"	"W"	-1.5	0.32	-1.18	-0.27	-1.95	4.78	0.000856	1.88	NA	8.13669650111025	NA	NA	NA	NA	0.48	14.5666666666667	0.17902433333576	NA	NA	-19.7166645657566	-48.6333264821968	20.6916666666667	1712.4	"Tropical forest savanna"
"1493"	"Syncarpia glomulifera"	"Syncarpia"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.58999999882679	NA	7.48826480981246	9.13780119677955	0.0574846768668578	22.8878528281013	500	0.7556225	9.72827667307669	0.129913630462547	35	NA	-30.0903411192394	143.278833059265	17.3551791277259	1251.79439252336	"Temperate forest"
"1494"	"Synoum glandulosum"	"Synoum"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.74000000113319	NA	11.6071969943465	6.459124	0.0738359270650459	11.7547604879099	60	0.5563235	16.1260224325906	0.138931237579969	13	NA	-29.7561712621898	151.322666852046	17.450144092219	1290.53602305476	"Temperate forest"
"1495"	"Syrmatium glabrum"	"Syrmatium"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	-2.551666667	NA	NA	NA	NA	NA	NA	15.39	NA	NA	NA	NA	0.6137	NA	NA	NA	NA	35.4155493084497	-119.168627579439	14.9038265306122	530.261904761905	"Mediterranean"
"1496"	"Syzygium acuminatissimum"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-1.94	NA	NA	NA	-1.4442	3.325835438	0.000369638	1.107605363	NA	12.64039097	NA	NA	NA	NA	0.604219115	NA	NA	20	NA	0.607846298155943	132.718970557528	23.6434523809524	2533.33673469388	"Tropical rain forest"
"1497"	"Syzygium ampullarium"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.91667000013389	115.500015411146	20.2625	2869.5	"Tropical rain forest"
"1498"	"Syzygium bankense"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.19444789670537	112.08334856629	22.025	2748.55555555556	"Tropical rain forest"
"1499"	"Syzygium cumini"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	3.4	3.6e-05	NA	NA	8.47480603438543	13.605	0.15	13	NA	0.66459	16.0333333333333	0.18918820405187	18.288	0.9144	-2.67330989365777	4.81544931144018	23.2183333333333	1599.24223602484	"Tropical forest savanna"
"1500"	"Syzygium johnsonii"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.21999999769645	NA	NA	NA	NA	NA	NA	0.7124775	NA	NA	10	NA	-18.9874978610614	147.07501705787	22.2696875	1706.0875	"Tropical forest savanna"
"1501"	"Syzygium levinei"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-1.37	NA	NA	NA	-1.7502	1.969515483	0.000273465	1.229675021	NA	11.23808498	NA	NA	NA	NA	0.6997132035	NA	NA	24	NA	21.7750042648388	110.666681825741	22.4520833333333	1663	"Tropical forest savanna"
"1502"	"Syzygium muelleri"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	-1.13888581908575	109.972237345079	25.1638888888889	2789	"Tropical rain forest"
"1503"	"Syzygium rehderianum"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-1.71	NA	NA	NA	-1.845	1.4892222	0.00026875	1.560156296	-29.95	9.263804078	NA	NA	NA	NA	0.730804604	NA	NA	7	NA	23.9005420101013	111.24463884513	20.380376344086	1637.41935483871	"Tropical forest savanna"
"1504"	"Syzygium szemaoense"	"Syzygium"	"Myrtaceae"	"Myrtales"	"Angiosperms"	"W"	-1.95	NA	NA	NA	-1.28	1.64	0.000533	3.34	NA	10.855	NA	NA	NA	NA	0.52	NA	NA	NA	NA	22.8055598741413	104.388903720559	19.3965277777778	1397.33333333333	"Tropical forest savanna"
"1505"	"Tabebuia stenocalyx"	"Tabebuia"	"Bignoniaceae"	"Lamiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.42553889125178	-30.663254735	8.7394865	NA	NA	NA	NA	0.5198715595	14.3719075	0.16444796270353	23.25736975	NA	-11.8595212988375	-42.6452309318057	24.3977272727273	1419.69696969697	"Tropical forest savanna"
"1506"	"Tachigali bracteolata"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.457453333	NA	NA	NA	-32.222881578	15.1708900231639	NA	NA	NA	NA	0.389005	30.0956822	0.198377828552234	37	NA	3.750003324775	-53.0833267142766	24.6958333333333	2680	"Tropical rain forest"
"1507"	"Tachigali myrmecophila"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.01138070630034	-29.59	9.10641554508435	NA	NA	NA	NA	0.564552699011197	29.988405	0.329310746380202	31.73635039	NA	-3.12333036702558	-59.1966603664373	26.426	2292.4	"Tropical forest savanna"
"1508"	"Tachigali paniculata"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	9.58542040685777	-30.6772817383333	7.82200588146559	NA	NA	NA	NA	0.587389638789759	25.239375255	0.322671391935478	30	NA	-3.18162096835623	-61.0653784126141	25.8822222222222	2302.89230769231	"Tropical forest savanna"
"1509"	"Tachigali polyphylla"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.775243407073111	-30.3623426866667	12.1886014969915	NA	NA	NA	NA	0.640428805497326	29.7374316666667	0.24397738882518	37	NA	-5.77083050510153	-67.7569385906573	25.4729166666667	2577.20833333333	"Tropical rain forest"
"1510"	"Tachigali rugosa"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.503549180543929	-31.0200475	6.68972895221445	NA	NA	NA	NA	0.548988376103128	22.89946	0.342307740172638	32.25	NA	-16.7604144115783	-45.5451318766944	21.1517361111111	1430.04166666667	"Tropical forest savanna"
"1511"	"Tachigali vasquezii"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.323656791883274	-28.9287228	7.39644282867133	NA	NA	NA	NA	0.45580018919697	24.16784	0.326749500534454	18.6	NA	-6.34999720197367	-75.8499945682882	22.4916666666667	2632.2	"Tropical rain forest"
"1512"	"Tachigali versicolor"	"Tachigali"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-1.505	0.305	-1.2	NA	-2.39	NA	NA	NA	NA	15.9005287848206	NA	NA	23	NA	0.551696714	27.8665288366667	0.175255359200817	41.8	NA	9.0147094816999	-82.8872498372614	24.8852941176471	3297.82352941176	"Tropical rain forest"
"1513"	"Taiwania cryptomerioides"	"Taiwania"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-5.35	NA	NA	NA	NA	0.96	0.000167859	NA	NA	NA	NA	NA	NA	NA	0.512	NA	NA	65	NA	25.4106105150539	87.1166805975428	14.7227564102564	1907.84615384615	"Temperate forest"
"1514"	"Talisia angustifolia"	"Talisia"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.21488876701989	-32.43695129	16.3530420526316	NA	NA	NA	NA	0.657164324900995	22.41391	0.137062632920907	9	NA	-21.0208313004399	-53.9114517574656	22.103125	1481.5625	"Tropical forest savanna"
"1515"	"Talisia longifolia"	"Talisia"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.96130162257406	-31.2866666666667	12.3475456666667	NA	NA	NA	NA	0.788655605	22.5166666666667	0.182357427739283	27.29383458	NA	-1.11991562839449	-53.3638145337829	26.0704166666667	2414.175	"Tropical forest savanna"
"1516"	"Talisia microphylla"	"Talisia"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.041933333	NA	NA	NA	-32.22303262	10.8947753475835	NA	NA	NA	NA	0.7889565986	21.3548375	0.196009892987253	18	NA	0.966669846281552	-57.4499936086771	26.4116666666667	2427.9	"Tropical forest savanna"
"1517"	"Talisia mollis"	"Talisia"	"Sapindaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.99618113045093	-29.0581245	9.04614	NA	NA	NA	NA	0.571931161196237	23.96525	0.264922386785966	27	NA	-0.300844344117319	-55.2980160953156	26.0233050847458	2417.59322033898	"Tropical forest savanna"
"1518"	"Tamarix chinensis"	"Tamarix"	"Tamaricaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-4.62956	-4.10904	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	8	NA	28.2650839683975	-24.0642775818051	13.4135416666667	516.572115384615	"Mediterranean"
"1519"	"Tamarix ramosissima"	"Tamarix"	"Tamaricaceae"	"Caryophyllales"	"Angiosperms"	"W"	-1.1286043435	-2.5896656565	-3.71827	-2.47699	-3.45	2.66	NA	NA	NA	NA	NA	NA	NA	100	0.702	17.4	NA	8	NA	27.9914376108534	-60.5145687573772	14.6090929401251	412.072386058981	"Desert"
"1520"	"Tapirira guianensis"	"Tapirira"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	-1.8	0.9	-0.9	NA	NA	NA	0.001116	1.08114185177237	-31.2671397545455	11.0065392086657	13.0225988700565	0.0922	15.78431373	NA	0.469688731860858	16.8518877773333	0.15310796116608	35	NA	-7.88080381575623	-58.0308767425961	24.106346749226	2077.57817337461	"Tropical forest savanna"
"1521"	"Tapura capitulifera"	"Tapura"	"Dichapetalaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.842253333	NA	NA	NA	-31.0397985734615	5.99716283741831	NA	NA	NA	NA	0.74204	12.62388916	0.210497688694316	33	NA	3.91667000013388	-61.5952319201009	25.35	2830	"Tropical rain forest"
"1522"	"Tapura coriacea"	"Tapura"	"Dichapetalaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	5.81322987644387	-31.619322805	15.6320461299345	NA	NA	NA	NA	0.411199183173239	24.4943625	0.156693258812068	13	NA	-4.75774905691712	-73.1375913260537	25.5501937984496	2750.13953488372	"Tropical rain forest"
"1523"	"Tapura guianensis"	"Tapura"	"Dichapetalaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.91799582409942	-30.78898721	12.6129376018399	NA	NA	NA	NA	0.5754383744	15.822275	0.125444805163326	15	NA	0.912571482804403	-62.0368790937975	25.8497267759563	2509.84426229508	"Tropical forest savanna"
"1524"	"Tapura juruana"	"Tapura"	"Dichapetalaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.977394151702668	-32.36739867	11.295568074074	NA	NA	NA	NA	0.564269788091415	14.47773	0.128171774142371	21.6666666666667	NA	-7.94523538040875	-69.9166609255151	25.5260714285714	2396.84285714286	"Tropical forest savanna"
"1525"	"Tapura singularis"	"Tapura"	"Dichapetalaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.39325977514647	-30.9866666666667	12.8434648337564	NA	NA	NA	NA	0.716128323100372	16.0168266666666	0.124707988646255	20.14821172	NA	-1.7129599230997	-52.805548922012	26.0064814814815	2359.33333333333	"Tropical forest savanna"
"1526"	"Tasmannia lanceolata"	"Tasmannia"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-2.5271666665	NA	NA	NA	-1.755	NA	NA	6.70000000461545	NA	4.71698113207547	NA	NA	NA	NA	0.571958022	NA	NA	5	NA	-39.1735283255949	147.426487664435	10.7361989459816	1275.62450592885	"Temperate forest"
"1527"	"Tasmannia purpurascens"	"Tasmannia"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.446498	NA	NA	NA	NA	-32.0555540981596	148.305572677602	13.9583333333333	1025.75	"Mediterranean"
"1528"	"Tasmannia stipitata"	"Tasmannia"	"Winteraceae"	"Canellales"	"Angiosperms"	"W"	-3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-30.8581856146603	151.899140116479	14.406432748538	1158.59649122807	"Temperate forest"
"1529"	"Taxodium distichum"	"Taxodium"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-2.525	NA	NA	NA	NA	4.7905	0.000365818	NA	-28.2	7.8	8.3	0.0648	6.5	856	0.4210921622	11.9	0.152564102564103	50	1.016	34.4805470638144	-39.1090908808116	15.0600940860215	1090.33387096774	"Mediterranean"
"1530"	"Taxodium huegelii"	"Taxodium"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-2.88	NA	NA	NA	NA	1.4	0.000367234	NA	NA	NA	NA	NA	NA	NA	0.389	NA	NA	35.4	NA	18.6666707693956	-99.833329152419	18.7291666666667	916.5	"Tropical forest savanna"
"1531"	"Taxus baccata"	"Taxus"	"Taxaceae"	"Pinales"	"Gymnosperms"	"W"	-7.35966666666667	NA	NA	NA	NA	0.32	6.08e-05	NA	-25.37	7.21761641802437	NA	NA	34	1138.17073170732	0.638319142888889	19.79	0.274190243063887	29	0.4064	52.0263049553459	7.99557380956057	8.30381315538608	857.847473784557	"Temperate forest"
"1532"	"Taxus brevifolia"	"Taxus"	"Taxaceae"	"Pinales"	"Gymnosperms"	"W"	-6.43975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300	0.673123362	NA	NA	20	0.9144	44.1702952879003	-119.929603492421	8.32946521287643	1248.76635514019	"Temperate forest"
"1533"	"Tecoma capensis"	"Tecoma"	"Bignoniaceae"	"Lamiales"	"Angiosperms"	"W"	-1.48	NA	NA	NA	NA	1.15847	0.00018	1.48634	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	-11.8086394619687	35.4037149376052	18.7162593984962	1061.33458646617	"Tropical forest savanna"
"1534"	"Telopea truncata"	"Telopea"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	-1.58	NA	NA	NA	-2.265	NA	NA	NA	NA	4.1101520756268	NA	NA	NA	NA	NA	NA	NA	NA	NA	-42.1821696133765	146.374048029064	9.23846899224806	1594.09302325581	"Temperate forest"
"1535"	"Terminalia amazonia"	"Terminalia"	"Combretaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.968486938125136	-28.4452857142857	14.897253831346	11.5662500015	NA	NA	NA	0.664192503095727	18.2889165476078	0.12276703313684	35	NA	4.0888463176534	-76.185256293762	24.5910220994475	2448.81491712707	"Tropical forest savanna"
"1536"	"Terminalia brownii"	"Terminalia"	"Combretaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	-2.49646	-1.97022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.20349187697895	32.4670653443129	22.9651162790698	785.348837209302	"Tropical forest savanna"
"1537"	"Terminalia oblonga"	"Terminalia"	"Combretaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.512263487170329	-31.5327237833333	23.4362594902325	NA	NA	NA	NA	0.660258674420501	28.5647258177778	0.121882614543002	39.1012894371498	NA	0.695567681605036	-76.6364193404852	24.7025873655914	2282.12096774194	"Tropical forest savanna"
"1538"	"Terminalia platyptera"	"Terminalia"	"Combretaceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	-2.323	-1.066	NA	2.49	0.000455303	2.090447782	NA	8.254912329	NA	NA	NA	NA	0.588	NA	NA	9	NA	-15.7828384164237	134.393694557423	26.713013136289	921.812807881773	"Tropical forest savanna"
"1539"	"Ternstroemia brasiliensis"	"Ternstroemia"	"Pentaphylacaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	-20.0333312489385	-45.8636293680524	21.4581761006289	1493.41509433962	"Tropical forest savanna"
"1540"	"Tetracentron sinense"	"Tetracentron"	"Trochodendraceae"	"Trochodendrales"	"Angiosperms"	"W"	-1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336651	NA	NA	NA	NA	28.7654367281786	93.157421653325	12.3905864197531	1149.77777777778	"Temperate forest"
"1541"	"Tetracera willdenowiana"	"Tetracera"	"Dilleniaceae"	"Dilleniales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.699575726979665	-28.88829534	12.1351590454546	NA	NA	NA	NA	0.638620689827586	23.70638	0.195352857850509	NA	NA	-2.076457460194	-62.7809217217513	25.5877147766323	2437.20618556701	"Tropical forest savanna"
"1542"	"Tetraclinis articulata"	"Tetraclinis"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-8.55	3.15	-5.4	-4.32	NA	0.16	5.78e-05	3.64	NA	NA	NA	NA	NA	400	0.605666666666667	NA	NA	15	NA	35.4023347246534	-3.97758938625107	16.1754578754579	504.307692307692	"Desert"
"1543"	"Tetradymia glabrata"	"Tetradymia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-5.5	0.881	-4.619	-2.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	3.6576	0.1524	39.4302219877853	-118.00338430058	10.0037940379404	269.09756097561	"Desert"
"1544"	"Tetragastris altissima"	"Tetragastris"	"Burseraceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.29041032378275	-32.4658939364706	11.7491464419771	NA	NA	NA	NA	0.542135758148933	17.5579771322727	0.14944044845285	35	NA	-7.92280834390885	-57.3375512064995	25.2824459876543	1950.73148148148	"Tropical forest savanna"
"1545"	"Tetragastris panamensis"	"Tetragastris"	"Burseraceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.914751971931915	-32.0082796357143	10.6118620534246	NA	NA	23	NA	0.692072541900913	15.3596106513298	0.144740014278391	35	NA	2.77591000972408	-72.6675246268386	25.5112121212121	2581.30909090909	"Tropical rain forest"
"1546"	"Tetrorchidium rubrivenium"	"Tetrorchidium"	"Euphorbiaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	7.87330733635486	-30.9177823633333	17.0468405833333	NA	NA	NA	NA	0.340715665798838	30.35532	0.178070064371214	21.3	NA	-8.67249732309979	-63.084993902558	20.5709583333333	1873.955	"Tropical forest savanna"
"1547"	"Theobroma obovatum"	"Theobroma"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.16340165940865	-32.45343911	14.5193945576923	NA	NA	NA	NA	0.570170354902716	16.61115	0.114406629932097	12.82655154	NA	-3.78166373469319	-70.333327613912	26.05375	2543.84	"Tropical forest savanna"
"1548"	"Theobroma speciosum"	"Theobroma"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.851076337349952	-32.23	11.0004011987577	NA	NA	NA	NA	0.62515073790075	19.32187	0.175646957332629	19.6256287	NA	-7.43734519055597	-62.7074148074404	25.5602328431373	2168.72058823529	"Tropical forest savanna"
"1549"	"Theobroma subincanum"	"Theobroma"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.88714666675	NA	NA	1.90835339313315	-32.0617916097222	12.1536368167847	NA	NA	NA	NA	0.534271621516276	19.2741889565217	0.15858783051591	34	NA	-2.63175376481165	-69.948192458691	25.25625	2695.03378378378	"Tropical rain forest"
"1550"	"Thuja occidentalis"	"Thuja"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-3.57	NA	NA	NA	NA	NA	NA	NA	NA	4.4843049	7.2	0.0322693952309876	28.0656695286999	618.5	0.335	10.7111111111111	0.238857779521439	34	0.762	47.134744543257	-35.6074221884019	6.6015681544029	879.171290711701	"Temperate forest"
"1551"	"Thuja plicata"	"Thuja"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-4.562	NA	NA	NA	-1.94	0.52	3.4e-05	NA	NA	NA	NA	NA	NA	960	0.502186988	11.8064516129032	NA	80	0.762	47.1670854789276	-51.3188638123376	8.46227924944812	1133.74503311258	"Temperate forest"
"1552"	"Thujopsis dolabrata"	"Thujopsis"	"Cupressaceae"	"Pinales"	"Gymnosperms"	"W"	-6.03	NA	NA	NA	NA	0.25	4.9e-05	NA	NA	NA	NA	NA	NA	NA	0.713	NA	NA	30	NA	35.02961928118	79.856074158276	10.584375	1345.9	"Temperate forest"
"1553"	"Thyrsodium spruceanum"	"Thyrsodium"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.23358682354202	-31.73	10.028959	NA	NA	NA	NA	0.604120761	16.1	0.160535106385418	16	NA	-7.64460511262904	-47.6699277391424	25.0084991708126	1799.63184079602	"Tropical forest savanna"
"1554"	"Tibouchina stenocarpa"	"Tibouchina"	"Melastomataceae"	"Myrtales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.69	NA	NA	NA	NA	7.35298039215686	19.8	0.146	NA	NA	NA	16.1	0.218958832219562	NA	NA	-17.5387183242233	-49.9368619037151	21.5403130287648	1446.7614213198	"Tropical forest savanna"
"1555"	"Tilia cordata"	"Tilia"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	-2.53221	NA	NA	NA	NA	3.143625	NA	NA	NA	25.3779139321585	3.9	0.0835131885551335	4.79315046161319	777.25	0.441683846153846	25.3577	0.0999203483303926	43	0.6604	55.3347543022527	9.51900005373622	7.05649224806202	831.157423971378	"Temperate forest"
"1556"	"Tilia platyphyllos"	"Tilia"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	-3.0876	NA	NA	NA	NA	NA	NA	NA	-26.89	33.416	NA	NA	NA	770.652173913043	0.410087542	30	0.0897773521666268	40	NA	49.6730495719214	5.5962406911102	9.29239099254159	761.259036144578	"Mediterranean"
"1557"	"Timonius timon"	"Timonius"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	-0.89	-0.37	NA	6.36	0.001159738	1.940393856	NA	11.77246186	NA	NA	NA	NA	0.51368	NA	NA	10	NA	-14.0694840094045	136.007569350762	25.8678059395801	1441.93577981651	"Tropical forest savanna"
"1558"	"Tocoyena formosa"	"Tocoyena"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.8	NA	NA	NA	NA	6.32903797468354	6.5	0.041	NA	NA	NA	18.6	0.293883526602319	NA	NA	-13.9214874146442	-46.6974742912045	23.6536155913979	1275.47903225806	"Tropical forest savanna"
"1559"	"Toona australis"	"Toona"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	-1.4	NA	NA	NA	NA	NA	0.00016	NA	NA	15.8549846325789	NA	NA	NA	NA	NA	NA	NA	4	NA	-28.7499983702083	145.750016988767	18.4166666666667	1458.25	"Temperate forest"
"1560"	"Tovomitopsis membranacea"	"Tovomitopsis"	"Clusiaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.966547666381184	-31.52539157	12.352348	NA	NA	NA	NA	0.341351351	26.15601	0.211749296570984	12.2	NA	0.0833364668794445	-78.5833280441725	16.75	1464	"Temperate forest"
"1561"	"Toxicodendron diversilobum"	"Toxicodendron"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	6.6	0.001229	NA	NA	17.6096270589709	13.1825673855641	0.165958690743756	4.16869383470335	NA	0.54	17	0.0965381035218441	30	NA	37.7598090200683	-120.119016484884	13.4344929245283	786.219339622642	"Mediterranean"
"1562"	"Toxicodendron succedaneum"	"Toxicodendron"	"Anacardiaceae"	"Sapindales"	"Angiosperms"	"W"	-1.51	NA	NA	NA	-1.6206	3.205690948	0.000418686	1.525612839	NA	18.9680547049015	NA	NA	NA	NA	0.590950932	15.5578509240233	0.082021330948624	10	NA	19.463982638935	114.960768071195	17.540099009901	1763.03630363036	"Temperate forest"
"1563"	"Trattinnickia aspera"	"Trattinnickia"	"Burseraceae"	"Sapindales"	"Angiosperms"	"W"	-1.1	0.5	-0.6	NA	NA	NA	0.000774	NA	NA	13.3513940310725	NA	NA	6.9	NA	0.443006246285714	19.63130104	0.147035590398369	50	NA	3.21258833076062	-77.528906220474	24.9335069444444	3127.125	"Tropical rain forest"
"1564"	"Trema orientalis"	"Trema"	"Cannabaceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	5.87	0.00024	0.45	NA	12.6344688026981	8.06480000000002	0.136	NA	NA	0.345393249333333	30.86	0.244252453204917	12	NA	1.01646408756161	53.7803619865333	23.1082807570978	1649.87276550999	"Tropical forest savanna"
"1565"	"Triadica sebifera"	"Triadica"	"Euphorbiaceae"	"Malpighiales"	"Angiosperms"	"W"	-0.83	NA	NA	NA	-2.0604	4.1802767395	0.0005318835	1.588516084	NA	17.129634805	NA	NA	NA	70	0.427964228	NA	NA	20	NA	24.6442101436441	45.3724075871298	18.636811023622	1431.03937007874	"Tropical forest savanna"
"1566"	"Trichilia adolfi"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.17046655488145	-30.51068374	20.0528940588235	NA	NA	NA	NA	0.609294616840363	20.18629	0.100665220395546	30.25	NA	NA	NA	NA	NA	NA
"1567"	"Trichilia dregeana"	"Trichilia"	"Meliaceae"	"Sapindales"	"Angiosperms"	"W"	-2.66	NA	NA	NA	NA	2.46995	1e-04	0.393443	NA	NA	NA	NA	NA	NA	0.48216	NA	NA	40	NA	-16.4888866196394	26.0555663019251	20.3637962962963	1146.37777777778	"Tropical forest savanna"
